Season,PlayerId,TeamId,FranchiseId,First Name,Last Name,Nick Name,Height,Weight,Date Of Birth,Hand,G,LD,RD,LW,C,RW,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,Skating,Shooting,Playmaking,Defending,Physicality,Conditioning,Character,Hockey Sense,Goalie Technique,Goalie Overall Positioning,Ability,Potential
2034/2035,76052,5098,5098,Colton,Roberts,,78,222,2006-6-8,Right,0,12,20,5,5,8,8,14,17,17,18,15,18,1,1,15,15,15,19,15,15,6,11,15,17,16,12,18,17,13,10,11,16,15,17,17,1,1,1,1,1,1,1,1,1,1,1,16,15,14,15,11,17,13,16,0,0,3,3
2034/2035,76053,18,18,Cole,Peardon,,72,209,2006-3-26,Left,0,8,5,20,12,12,10,15,18,14,16,11,17,1,1,14,17,14,15,20,15,7,16,16,18,17,17,6,17,17,12,15,16,11,14,15,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,19,13,16,0,0,4,4
2034/2035,76054,10,10,Marek,Howell,,76,215,2006-5-19,Left,0,19,20,8,5,5,8,14,16,14,17,14,15,1,1,18,15,16,15,17,14,8,9,13,17,20,11,17,17,14,7,14,15,15,16,15,1,1,1,1,1,1,1,1,1,1,1,16,14,13,15,11,18,13,15,0,0,3,3
2034/2035,76055,28,28,Jonas,Woo,,76,210,2006-11-19,Right,0,13,20,5,5,8,12,17,17,16,14,12,15,1,1,15,15,15,17,16,14,8,8,14,18,15,12,20,16,14,7,15,16,14,16,17,1,1,1,1,1,1,1,1,1,1,1,15,16,15,15,13,18,13,16,0,0,3,3
2034/2035,76057,25,25,Ashton,Tait,,72,206,2006-7-30,Right,0,5,8,20,13,19,9,18,15,17,12,12,14,1,1,16,14,15,15,16,14,9,16,16,15,16,15,9,16,15,11,16,15,10,14,15,1,1,1,1,1,1,1,1,1,1,1,15,16,14,13,14,17,12,16,0,0,3,3
2034/2035,76059,33,33,Grady,Martin,,76,218,2006-4-26,Left,0,12,7,20,12,12,9,15,14,15,13,11,16,1,1,16,16,15,16,17,14,9,17,15,16,17,17,9,17,15,13,14,18,10,15,17,1,1,1,1,1,1,1,1,1,1,1,15,17,13,14,13,18,12,16,0,0,3.5,3.5
2034/2035,76061,26,26,Brady,Ness,,76,233,2006-6-18,Left,0,20,19,8,5,6,11,15,15,10,16,11,13,1,1,14,13,16,14,20,14,8,9,13,18,19,13,16,16,15,5,15,15,16,19,14,1,1,1,1,1,1,1,1,1,1,1,14,14,12,16,12,19,13,14,0,0,2.5,2.5
2034/2035,76064,28,28,Chase,Wutzke,,76,229,2006-7-26,Left,20,0,0,0,0,0,4,1,15,17,10,1,17,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,13,13,15,18,15,17,16,15,17,0,0,9,0,0,9,10,0,15,15,3.5,3.5
2034/2035,76069,34,34,Dawson,Gerwing,,75,230,2006-7-12,Left,0,8,5,16,20,14,10,15,15,14,14,11,15,1,1,18,16,15,15,16,16,9,18,16,17,16,16,7,18,16,15,13,15,10,17,18,1,1,1,1,1,1,1,1,1,1,1,16,15,13,14,14,17,12,17,0,0,3.5,3.5
2034/2035,76082,19,19,Carsten,Kayter,,72,192,2006-8-30,Left,0,19,20,8,5,5,12,16,18,12,17,10,20,1,1,15,17,15,16,16,13,9,13,13,17,17,11,17,16,17,5,16,16,19,18,19,1,1,1,1,1,1,1,1,1,1,1,15,14,13,17,14,17,13,17,0,0,4,4
2034/2035,76169,11,11,Ben,Miller,,73,212,2006-3-4,Right,0,5,8,13,20,20,9,15,12,15,14,11,12,1,1,14,14,13,16,14,14,7,18,14,14,16,13,6,16,13,14,13,17,7,14,15,1,1,1,1,1,1,1,1,1,1,1,14,12,13,12,13,16,11,15,0,0,2.5,2.5
2034/2035,77017,15,15,Kevin,He,,74,216,2006-4-30,Left,0,8,5,20,19,12,8,12,17,15,16,14,15,1,1,16,16,16,16,15,15,6,16,15,15,16,19,8,16,15,13,15,16,8,16,17,1,1,1,1,1,1,1,1,1,1,1,16,17,13,13,13,17,12,15,0,0,3.5,3.5
2034/2035,77234,8,8,Sam,Dickinson,,75,227,2006-6-7,Left,0,20,14,8,5,5,9,15,17,17,15,14,17,1,1,16,17,17,16,17,18,6,8,14,20,17,11,20,19,16,9,13,15,14,17,16,1,1,1,1,1,1,1,1,1,1,1,16,15,15,15,12,18,12,15,0,0,5,5
2034/2035,77476,5088,5088,Kaden,Pitre,,72,207,2006-2-8,Left,0,8,5,14,20,11,10,16,13,17,16,12,15,1,1,16,15,17,14,17,13,9,18,15,15,16,16,8,16,14,15,13,17,10,16,15,1,1,1,1,1,1,1,1,1,1,1,15,16,14,14,14,18,11,15,0,0,3,3
2034/2035,77521,9,9,Jackson,Lackas,,71,201,2006-12-26,Left,0,8,5,12,20,10,10,16,19,16,13,11,16,1,1,18,16,17,16,18,16,9,17,19,16,17,17,9,19,16,19,15,14,9,16,17,1,1,1,1,1,1,1,1,1,1,1,17,17,14,13,14,18,13,19,0,0,5,5
2034/2035,77522,9,9,Nicholas,Christianson,,71,203,2006-1-30,Right,0,5,8,12,10,20,9,14,12,14,13,11,14,1,1,15,18,15,16,17,16,8,16,16,17,17,16,9,16,14,12,15,17,9,16,16,1,1,1,1,1,1,1,1,1,1,1,15,17,13,14,14,18,11,16,0,0,3.5,3.5
2034/2035,77525,24,24,John,Whipple,,74,210,2006-1-20,Left,0,20,19,8,5,5,13,14,16,20,13,10,13,1,1,12,13,11,12,17,12,12,8,13,16,16,14,18,17,14,11,14,15,15,14,14,1,1,1,1,1,1,1,1,1,1,1,11,16,15,14,12,18,12,14,0,0,2.5,2.5
2034/2035,77527,32,32,Quentin,Bourne,,72,197,2006-3-4,Left,0,20,13,10,5,6,10,12,15,14,15,12,16,1,1,15,15,16,16,15,13,11,9,15,18,17,13,18,15,16,6,13,17,16,15,15,1,1,1,1,1,1,1,1,1,1,1,15,15,14,16,11,17,12,16,0,0,2.5,2.5
2034/2035,77528,27,27,Hudson,Bjornson,,72,196,2006-2-24,Left,0,20,15,8,6,5,12,16,16,13,16,11,15,1,1,13,13,12,18,17,13,7,10,14,18,16,12,17,15,15,5,13,16,17,16,18,1,1,1,1,1,1,1,1,1,1,1,14,14,13,16,12,18,13,17,0,0,2.5,2.5
2034/2035,77531,0,0,Carson,McGinley,,71,198,2006-5-15,Right,0,8,5,15,19,20,10,13,14,16,15,11,13,1,1,15,14,18,15,14,17,7,17,16,15,16,15,8,18,16,13,13,14,9,15,17,1,1,1,1,1,1,1,1,1,1,1,16,15,13,13,14,16,12,17,0,0,3,3
2034/2035,77534,24,24,Hayden,Hastings,,72,208,2006-2-11,Left,0,8,5,18,20,14,11,16,12,15,14,11,16,1,1,12,13,15,10,15,10,11,16,16,16,14,15,10,15,13,16,14,14,8,14,15,1,1,1,1,1,1,1,1,1,1,1,12,17,13,12,13,17,11,15,0,0,2.5,2.5
2034/2035,77535,22,22,Trevor,Connelly,,74,208,2006-2-28,Left,0,8,5,18,20,19,10,16,20,14,14,12,14,1,1,13,14,15,15,17,11,10,16,15,16,16,16,7,17,15,17,12,13,9,14,16,1,1,1,1,1,1,1,1,1,1,1,14,15,13,12,13,18,13,16,0,0,3,3
2034/2035,77538,21,21,Dmitri,Toporowski,,71,201,2006-8-11,Right,0,12,20,5,5,8,9,14,16,13,18,11,15,1,1,13,15,15,12,17,15,8,10,13,16,17,11,18,18,15,5,13,16,16,16,17,1,1,1,1,1,1,1,1,1,1,1,13,14,13,15,12,18,14,16,0,0,2.5,2.5
2034/2035,77540,32,32,Tyler,Chiovetti,,71,198,2006-6-9,Right,0,5,8,18,10,20,10,16,14,15,12,11,18,1,1,14,16,15,14,16,14,11,16,15,16,17,16,8,16,16,13,14,15,9,14,15,1,1,1,1,1,1,1,1,1,1,1,14,16,13,13,14,17,11,15,0,0,3,3
2034/2035,77541,29,29,A.J.,Ulrich,,71,203,2006-6-29,Left,0,8,5,20,19,12,10,15,14,16,13,11,15,1,1,15,15,17,16,15,14,9,15,15,15,17,15,8,17,14,14,14,16,8,14,14,1,1,1,1,1,1,1,1,1,1,1,16,15,13,13,13,17,12,16,0,0,3,3
2034/2035,77544,5,5,Drake,Murray,,73,208,2006-3-29,Right,0,13,20,5,5,8,11,16,17,17,14,11,16,1,1,17,13,15,16,18,14,8,9,15,16,18,12,17,17,15,10,14,15,13,15,16,1,1,1,1,1,1,1,1,1,1,1,16,14,14,14,12,18,13,15,0,0,3,3
2034/2035,77545,25,25,Tyler,Atchison,,72,206,2006-10-21,Right,0,5,8,14,14,20,11,15,15,16,14,11,15,1,1,14,14,15,14,20,12,9,14,14,16,15,16,9,17,14,11,15,15,8,16,15,1,1,1,1,1,1,1,1,1,1,1,14,17,14,13,13,19,12,15,0,0,3,3
2034/2035,77546,26,26,Brendan,McMorrow,,72,195,2006-3-27,Left,0,8,5,14,20,10,8,17,15,19,13,14,13,1,1,18,15,14,14,19,10,6,10,16,17,18,14,8,17,12,18,14,14,10,14,14,1,1,1,1,1,1,1,1,1,1,1,15,15,15,12,11,19,12,16,0,0,3,3
2034/2035,77548,20,20,Cody,Polumbus,,72,200,2006-3-31,Right,0,5,8,12,10,20,9,15,12,13,19,11,16,1,1,14,16,15,15,16,12,10,16,15,14,18,15,7,14,14,11,15,17,7,15,15,1,1,1,1,1,1,1,1,1,1,1,14,14,12,13,13,17,12,14,0,0,2.5,2.5
2034/2035,77551,9,9,Adam,Kleber,,76,218,2006-3-24,Right,0,12,20,5,5,8,9,17,18,13,17,11,14,1,1,16,16,14,19,15,15,8,10,14,19,18,10,17,18,14,5,14,16,16,17,15,1,1,1,1,1,1,1,1,1,1,1,16,13,14,15,13,17,14,15,0,0,3.5,3.5
2034/2035,77556,5,5,Henry,Lechner,,74,219,2006-11-3,Right,0,8,7,20,12,18,8,14,17,14,12,12,14,1,1,15,14,13,14,18,16,7,15,14,15,16,15,8,16,16,12,15,15,8,13,15,1,1,1,1,1,1,1,1,1,1,1,14,15,13,13,13,18,12,15,0,0,2.5,2.5
2034/2035,77562,15,15,Nikita,Zozulia,,71,194,2005-5-2,Left,0,8,5,14,20,10,12,13,14,12,14,10,18,1,1,16,15,14,18,14,15,7,17,16,14,16,15,7,13,12,15,15,13,9,13,12,1,1,1,1,1,1,1,1,1,1,1,16,14,12,11,14,16,12,14,0,0,3,3
2034/2035,77625,10,10,Christopher,Brown,,71,206,2006-1-27,Left,0,8,5,15,20,11,11,18,14,15,15,12,14,1,1,13,15,16,16,18,16,9,16,16,15,16,17,10,17,14,14,14,17,8,14,15,1,1,1,1,1,1,1,1,1,1,1,15,18,13,13,15,18,12,16,0,0,3.5,3.5
2034/2035,77626,24,24,Anthony,Cristoforo,,71,203,2006-2-23,Right,0,13,20,5,5,8,7,17,14,17,16,13,18,1,1,14,19,14,16,16,13,10,9,13,18,19,11,18,18,15,9,12,17,14,18,14,1,1,1,1,1,1,1,1,1,1,1,14,14,15,16,11,17,12,15,0,0,4,4
2034/2035,77628,15,15,Jacob,Battaglia,,74,222,2006-3-17,Left,0,11,17,18,18,20,9,14,14,16,14,12,18,1,1,15,13,15,16,17,15,8,16,15,17,17,17,7,16,12,15,15,16,10,14,15,1,1,1,1,1,1,1,1,1,1,1,15,15,14,13,13,18,11,15,0,0,3.5,3.5
2034/2035,77629,24,24,Kieron,Walton,,77,241,2006-4-22,Left,0,8,5,20,10,19,7,17,17,16,15,17,16,1,1,15,15,15,15,18,14,7,17,15,15,15,14,10,17,16,14,12,17,10,15,15,1,1,1,1,1,1,1,1,1,1,1,15,17,13,14,13,18,13,16,0,0,3.5,3.5
2034/2035,77630,4838,4838,Cole,Longacre,,73,216,2006-5-26,Left,0,20,16,8,5,5,10,15,16,15,14,13,15,1,1,16,15,15,14,16,13,12,11,13,16,17,11,16,15,15,5,12,15,17,18,15,1,1,1,1,1,1,1,1,1,1,1,15,13,13,16,12,17,12,15,0,0,2.5,2.5
2034/2035,77631,15,15,Ryerson,Leenders,,74,222,2006-6-1,Left,20,0,0,0,0,0,7,1,18,18,16,1,20,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,16,14,16,14,15,15,14,14,15,15,0,0,9,0,1,9,13,0,14,14,3,3.5
2034/2035,77633,35,35,Liam,Greentree,,76,233,2006-1-1,Left,0,7,8,20,14,19,8,13,18,18,16,13,16,1,1,13,17,15,15,17,16,7,15,15,16,17,16,6,17,15,12,12,17,10,14,17,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,12,18,13,16,0,0,3.5,3.5
2034/2035,77636,16,16,Jacob,Gibbons,,76,233,2006-11-23,Left,20,0,0,0,0,0,8,1,18,15,16,1,19,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,13,15,17,16,17,15,16,17,15,16,0,0,8,0,1,9,13,0,14,15,4.5,5
2034/2035,77637,31,31,Caden,Kelly,,71,189,2006-1-15,Right,0,5,11,19,19,20,9,15,13,15,13,12,14,1,1,13,15,15,15,14,13,12,15,17,16,17,16,6,15,15,11,14,17,9,14,17,1,1,1,1,1,1,1,1,1,1,1,14,14,13,13,13,16,12,16,0,0,2.5,2.5
2034/2035,77643,5088,5088,Parker,Von Richter,,73,205,2006-5-17,Right,0,12,20,6,5,8,9,14,16,15,12,11,13,1,1,15,16,16,15,16,14,10,8,15,17,16,12,16,17,12,12,12,14,14,14,15,1,1,1,1,1,1,1,1,1,1,1,15,14,14,13,11,17,12,14,0,0,3.5,3.5
2034/2035,77645,23,23,Carter,George,,73,213,2006-5-20,Left,20,0,0,0,0,0,7,1,16,14,16,1,16,20,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,9,14,14,14,13,16,12,14,15,14,0,0,8,0,1,9,13,0,11,14,3,3
2034/2035,77650,16,16,AJ,Spellacy,,76,234,2006-2-24,Right,0,5,8,10,20,12,10,17,14,15,15,10,14,1,1,15,15,14,16,16,17,10,16,16,17,18,16,7,17,15,17,13,18,8,14,17,1,1,1,1,1,1,1,1,1,1,1,15,15,14,13,14,17,12,16,0,0,4,4
2034/2035,77657,15,15,Jared,Langdon,,73,215,2006-11-16,Left,0,8,5,20,19,10,9,13,12,13,16,11,13,1,1,13,19,15,15,16,14,7,15,16,15,16,15,8,16,13,17,12,13,9,15,15,1,1,1,1,1,1,1,1,1,1,1,14,15,12,12,12,17,12,16,0,0,2.5,2.5
2034/2035,77658,30,30,Jay,Feldberg,,72,205,2006-2-21,Right,0,5,8,16,20,19,8,13,17,19,12,12,14,1,1,14,14,17,12,16,14,9,16,17,14,14,15,9,16,15,15,12,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,14,16,14,12,12,17,12,16,0,0,3,3
2034/2035,77738,5092,5092,Matthew,Frost,,71,201,2006-9-11,Left,0,8,5,20,19,15,9,17,15,15,14,12,16,1,1,14,15,16,14,17,15,10,17,15,16,16,15,8,16,13,18,14,18,8,14,15,1,1,1,1,1,1,1,1,1,1,1,14,15,13,13,14,18,12,15,0,0,3,3
2034/2035,77739,14,14,Ryan,Rucinski,,72,190,2006-12-1,Right,0,8,5,19,19,20,10,14,17,16,14,11,15,1,1,15,15,15,14,16,13,9,14,14,17,16,14,6,17,17,13,12,15,9,14,14,1,1,1,1,1,1,1,1,1,1,1,14,13,14,13,12,17,13,15,0,0,2.5,2.5
2034/2035,77828,15,15,Deke,Davidson,,73,206,2006-6-4,Left,0,20,19,8,5,5,10,16,14,14,14,11,17,1,1,14,14,15,15,20,15,8,13,13,18,17,10,16,17,14,7,12,15,18,16,14,1,1,1,1,1,1,1,1,1,1,1,14,13,14,15,13,19,12,14,0,0,2.5,2.5
2034/2035,77830,17,17,Teddy,Stiga,,71,194,2006-4-5,Left,0,8,5,20,19,12,11,15,16,17,15,11,14,1,1,13,13,14,14,16,14,9,15,15,15,15,16,6,17,16,13,14,13,10,13,14,1,1,1,1,1,1,1,1,1,1,1,13,14,14,13,13,17,13,16,0,0,2.5,2.5
2034/2035,77835,8,8,James,Marshall,,71,205,2006-4-5,Left,0,8,5,19,20,11,10,15,14,13,12,11,16,1,1,15,14,14,13,14,15,10,15,17,16,15,15,9,17,16,14,15,13,9,13,17,1,1,1,1,1,1,1,1,1,1,1,14,16,13,12,14,16,11,17,0,0,2.5,2.5
2034/2035,77839,25,25,Kiernan,Poulin,,71,179,2006-1-5,Right,0,19,20,5,5,8,11,15,16,14,17,12,14,1,1,15,15,15,14,15,14,8,11,12,19,17,12,17,15,15,6,13,15,18,15,15,1,1,1,1,1,1,1,1,1,1,1,14,14,14,15,12,17,13,15,0,0,2.5,2.5
2034/2035,77861,5098,5098,Maxim,Massé,,73,212,2006-4-7,Right,0,5,8,14,10,20,8,13,16,19,17,14,17,1,1,18,17,15,16,16,14,8,13,15,19,17,15,8,20,15,13,13,16,10,17,18,1,1,1,1,1,1,1,1,1,1,1,16,15,16,14,12,17,12,17,0,0,4.5,4.5
2034/2035,77862,5098,5098,Spencer,Gill,,76,225,2006-8-17,Right,0,14,20,5,5,8,10,17,17,12,17,11,18,1,1,16,14,15,16,19,14,8,9,12,19,18,15,19,16,14,6,14,16,18,18,16,1,1,1,1,1,1,1,1,1,1,1,15,17,13,16,12,19,14,16,0,0,4,4
2034/2035,77863,3,3,Quinn,Kennedy,,71,206,2006-2-6,Left,0,8,5,14,20,13,8,12,15,12,12,12,13,1,1,17,18,16,14,17,15,8,16,16,17,18,18,6,17,13,18,13,15,10,15,14,1,1,1,1,1,1,1,1,1,1,1,15,15,13,13,12,18,11,16,0,0,4,4
2034/2035,77864,5098,5098,Luciano,Ruggiero,,75,227,2006-5-3,Left,20,0,0,0,0,0,7,1,14,17,12,1,18,17,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,15,14,15,15,16,12,14,14,18,0,0,9,0,1,9,11,0,13,15,2.5,3
2034/2035,77865,5090,5090,Alexis,Bernier,,73,218,2006-6-21,Right,0,20,19,5,5,8,9,13,14,16,14,13,13,1,1,16,14,16,16,19,14,9,10,14,17,18,12,18,17,14,8,18,15,14,16,15,1,1,1,1,1,1,1,1,1,1,1,16,15,14,14,12,19,12,15,0,0,3,3
2034/2035,77866,12,12,Alix,Durocher,,70,197,2006-7-25,Left,0,9,5,20,10,12,11,13,13,14,15,12,15,1,1,12,16,14,14,15,13,10,16,16,16,19,17,11,16,16,13,19,18,9,15,17,1,1,1,1,1,1,1,1,1,1,1,13,19,13,14,14,17,12,16,0,0,3.5,3.5
2034/2035,77867,19,19,Gabe,Smith,,77,218,2006-8-3,Left,0,8,5,15,20,10,8,18,13,16,15,13,17,1,1,15,16,14,16,16,12,9,15,15,14,15,20,6,14,13,13,11,16,7,18,13,1,1,1,1,1,1,1,1,1,1,1,15,16,14,13,12,17,12,14,0,0,3,3
2034/2035,77868,0,0,Alexis,Boily,,73,203,2006-1-15,Right,0,13,20,5,5,8,11,19,15,16,18,10,16,1,1,15,15,15,15,16,14,11,10,13,18,18,12,20,17,15,5,13,15,19,18,15,1,1,1,1,1,1,1,1,1,1,1,15,16,14,16,13,17,13,15,0,0,3.5,3.5
2034/2035,77869,15,15,Alexandre,Lallier,,73,213,2005-5-23,Right,0,5,8,12,10,20,10,16,14,17,15,11,16,1,1,17,17,16,17,16,18,8,16,16,17,14,16,9,15,15,11,16,17,8,12,18,1,1,1,1,1,1,1,1,1,1,1,16,17,14,13,15,17,12,15,0,0,3.5,3.5
2034/2035,77870,31,31,Mathys,Dubé,,72,207,2006-10-29,Left,0,8,5,14,20,11,11,15,14,20,16,11,14,1,1,15,14,14,15,17,14,10,16,18,15,17,16,9,16,14,17,15,15,10,14,15,1,1,1,1,1,1,1,1,1,1,1,14,17,15,13,14,18,12,17,0,0,3.5,3.5
2034/2035,77871,5098,5098,Reece,Peitzsche,,72,208,2006-12-8,Left,0,8,5,19,20,11,11,16,18,15,17,11,17,1,1,15,17,16,16,16,15,9,16,17,18,16,17,8,16,14,13,12,19,7,16,17,1,1,1,1,1,1,1,1,1,1,1,15,16,14,14,14,17,13,16,0,0,4,4
2034/2035,77872,20,20,Marcus,Kearsey,,73,208,2006-3-17,Left,0,20,15,8,5,5,8,13,12,18,16,12,13,1,1,17,14,14,17,18,12,9,8,14,19,18,10,17,17,14,9,13,15,16,15,14,1,1,1,1,1,1,1,1,1,1,1,16,13,15,15,10,18,12,14,0,0,4,4
2034/2035,77874,34,34,Zach,Pelletier,,75,226,2006-7-2,Left,20,0,0,0,0,0,6,1,15,16,11,1,15,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,12,13,13,13,14,17,13,14,15,16,0,0,8,0,1,9,11,0,12,16,3,3
2034/2035,77876,10,10,Jordan,Forget,,73,207,2006-4-16,Right,0,5,8,20,11,19,11,14,13,14,15,10,14,1,1,15,16,16,16,15,15,10,15,16,15,18,16,7,18,14,15,15,15,8,15,17,1,1,1,1,1,1,1,1,1,1,1,15,15,13,13,14,17,12,17,0,0,3.5,3.5
2034/2035,77884,11,11,Coen,Miller,,71,203,2006-2-27,Left,0,7,8,17,10,20,11,14,14,15,16,11,16,1,1,14,14,14,14,16,16,8,19,15,16,16,16,7,15,14,11,13,15,7,17,17,1,1,1,1,1,1,1,1,1,1,1,14,15,13,13,14,17,12,15,0,0,3,3
2034/2035,77887,16,16,Sébastien,Côté,,73,206,2006-2-8,Left,0,20,19,8,5,5,10,14,14,11,16,12,14,1,1,15,13,17,17,16,13,10,10,12,18,18,10,18,15,14,4,12,19,16,14,14,1,1,1,1,1,1,1,1,1,1,1,16,14,13,15,11,17,12,16,0,0,2.5,2.5
2034/2035,77890,5090,5090,Xavier,Breton,,72,197,2006-8-10,Left,0,20,19,8,5,5,10,20,16,15,15,14,16,1,1,15,15,14,17,16,15,10,12,13,18,20,11,20,17,16,9,15,17,17,18,16,1,1,1,1,1,1,1,1,1,1,1,15,15,14,17,14,17,13,16,0,0,4.5,4.5
2034/2035,77894,18,18,Carson,Griffin,,74,221,2006-10-6,Left,0,10,9,20,10,12,11,15,14,14,13,12,14,1,1,15,16,15,14,16,15,9,15,15,16,17,16,6,16,15,11,13,16,10,14,15,1,1,1,1,1,1,1,1,1,1,1,14,14,13,13,13,17,12,15,0,0,3,3
2034/2035,78015,29,29,Harper,Bentz,,72,207,2004-11-29,Right,0,5,8,16,18,20,9,19,15,14,15,11,16,1,1,14,13,14,13,16,14,9,12,15,14,17,15,6,15,12,10,16,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,13,13,12,12,14,17,12,15,0,0,2.5,2.5
2034/2035,78081,16,16,Geno,Carcone,,73,202,2006-11-14,Left,0,8,5,17,20,14,12,14,16,18,14,11,15,1,1,11,13,13,13,19,14,11,14,14,17,15,15,9,17,14,15,14,15,10,14,15,1,1,1,1,1,1,1,1,1,1,1,12,16,15,13,13,19,12,15,0,0,3,3
2034/2035,78082,9,9,Teddy,Spitznagel,,71,205,2006-4-6,Left,0,8,5,20,19,15,9,14,14,14,13,11,19,1,1,15,14,14,14,19,13,10,15,15,18,15,16,7,16,14,15,12,16,7,16,17,1,1,1,1,1,1,1,1,1,1,1,14,15,14,13,12,19,12,15,0,0,3,3
2034/2035,78084,10,10,Ryker,Lee,,71,172,2006-11-8,Right,0,8,5,13,20,13,10,13,13,16,15,11,14,1,1,16,16,16,15,16,13,7,15,16,16,16,15,8,16,14,16,13,17,8,17,14,1,1,1,1,1,1,1,1,1,1,1,15,15,14,14,12,17,12,16,0,0,3,3
2034/2035,78160,27,27,Lee,Shurgot,,76,219,2007-3-23,Left,0,8,5,13,20,11,9,17,13,16,18,11,17,1,1,16,15,15,16,14,17,9,17,16,14,18,18,7,18,15,14,12,16,10,16,15,1,1,1,1,1,1,1,1,1,1,1,15,16,13,14,14,16,12,17,0,0,3.5,3.5
2034/2035,78161,14,14,Luke,Moroz,,71,202,2007-7-18,Left,0,8,5,18,20,11,12,16,16,17,17,12,14,1,1,15,16,16,15,16,15,9,16,16,15,15,19,8,16,15,14,14,14,11,17,17,1,1,1,1,1,1,1,1,1,1,1,15,17,14,14,14,17,13,16,0,0,3.5,3.5
2034/2035,78163,23,23,Isaac,Poll,,74,197,2007-5-3,Right,0,12,20,5,5,8,10,18,16,13,16,10,20,1,1,15,14,15,19,15,15,10,11,12,19,19,9,20,15,16,6,13,16,17,17,15,1,1,1,1,1,1,1,1,1,1,1,16,14,14,16,13,17,13,15,0,0,3.5,3.5
2034/2035,78164,29,29,Owen,Martin,,73,218,2007-5-11,Left,0,8,5,19,20,10,10,17,15,19,15,11,18,1,1,15,15,16,16,17,14,12,15,16,15,16,16,9,16,16,17,12,14,10,14,16,1,1,1,1,1,1,1,1,1,1,1,15,17,14,13,13,18,12,16,0,0,3.5,3.5
2034/2035,78166,4838,4838,Wyatt,Pisarczyk,,71,186,2007-7-20,Left,0,20,12,8,5,5,10,19,17,12,20,11,15,1,1,17,15,18,15,17,13,9,11,15,18,20,13,18,18,16,7,14,18,18,19,16,1,1,1,1,1,1,1,1,1,1,1,16,15,13,17,13,18,14,17,0,0,5,5
2034/2035,78167,9,9,Parker,Rondeau,,72,208,2007-6-15,Left,0,10,5,20,19,11,11,14,14,15,17,11,14,1,1,15,16,17,15,16,14,8,15,16,16,16,16,10,16,14,16,12,17,9,15,15,1,1,1,1,1,1,1,1,1,1,1,15,18,13,13,13,17,13,16,0,0,3,3.5
2034/2035,78168,25,25,Corban,Almen,,72,211,2007-8-27,Right,0,5,8,13,10,20,10,16,12,16,13,12,14,1,1,17,18,16,16,16,17,7,17,16,17,17,16,10,15,18,15,15,17,10,16,18,1,1,1,1,1,1,1,1,1,1,1,16,18,14,15,15,17,11,15,0,0,5,5
2034/2035,78169,24,24,Ryan,Gower,,72,190,2007-4-29,Left,0,20,19,9,6,6,11,15,17,13,17,12,17,1,1,15,17,15,17,16,13,9,13,12,18,18,13,18,17,20,6,13,14,17,16,16,1,1,1,1,1,1,1,1,1,1,1,15,15,13,16,13,17,13,15,0,0,3.5,3.5
2034/2035,78170,5,5,Kash,Andresen,,73,204,2007-7-20,Right,0,5,8,12,11,20,11,15,15,14,16,11,19,1,1,16,16,17,16,16,15,8,15,16,16,17,18,7,16,14,11,16,15,11,17,15,1,1,1,1,1,1,1,1,1,1,1,16,16,13,14,14,17,12,16,0,0,3.5,3.5
2034/2035,78171,0,0,Easton,Odut,,71,189,2007-8-27,Left,0,8,6,17,20,11,10,16,14,16,14,10,19,1,1,14,14,16,13,16,14,11,17,15,15,15,16,6,16,14,15,12,14,10,13,18,1,1,1,1,1,1,1,1,1,1,1,14,14,13,12,13,17,12,15,0,0,3,3
2034/2035,78172,23,23,Kazden,Mathies,,73,198,2007-4-7,Left,0,8,5,20,19,10,10,15,18,15,15,11,14,1,1,15,14,15,15,16,14,12,16,14,14,17,16,8,16,14,14,14,15,11,14,16,1,1,1,1,1,1,1,1,1,1,1,15,16,13,13,13,17,13,15,0,0,3,3
2034/2035,78173,31,31,Kyle,McDonough,,71,178,2007-2-16,Left,0,8,5,20,19,16,11,18,14,18,15,10,13,1,1,16,15,17,16,17,13,7,16,16,16,15,15,8,15,15,14,11,13,10,16,15,1,1,1,1,1,1,1,1,1,1,1,16,15,14,13,13,18,12,15,0,0,3,3
